"subject","subject_id","paper_code","phase","question_number","display_order","source_question_ref","topic","microtopic","microtopic_slug","question_id","stem_excerpt"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","145","25","ESI-2022-Q145","Welfare Schemes and Social Security","Clean cooking fuel and energy access schemes","esi-clean-cooking-fuel-and-energy-access-schemes-14bfe216","64d3f9e3-0bf1-40d5-930a-175bc5196c9a","Q.145) Under Pradhan Mantri Ujjwala Yojna (PMUY), the beneficiaries get how much subsidy in their bank account and how m"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","146","26","ESI-2022-Q146","Banking, Credit and Financial Inclusion","Microfinance sector and its regulation","esi-microfinance-sector-and-its-regulation-28890afb","9192413a-ac43-4704-b725-d70dab5db42a","Q.146) According to Microfinance Institutions Network (MFIN) MFIN Micrometer Q4 FY21 - 22, which state ranked second and"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","147","27","ESI-2022-Q147","Indian Economy, Public Finance and Industry","Infrastructure, transport and logistics","esi-infrastructure-transport-and-logistics-dd054b55","794e4c73-efeb-4cda-a01f-68e25b4dbd56","Q.147) World Bank has approved what amount for India’s Road safety Programme?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","148","28","ESI-2022-Q148","Banking, Credit and Financial Inclusion","Capital market instruments and regulation","esi-capital-market-instruments-and-regulation-80c7bce4","f5db7b41-b769-47ba-bd9e-855869fa3669","Q.148) Which organization regulates angel investment?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","149","29","ESI-2022-Q149","Rural Development and Panchayati Raj","MGNREGA design, entitlements and performance","esi-mgnrega-design-entitlements-and-performance-91290406","4540717f-923d-45df-bf1c-3db114518f34","Q.149) Women participation rate remains at _____ under MGNREGA in FY 2021-22?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","150","30","ESI-2022-Q150","Banking, Credit and Financial Inclusion","NABARD, RIDF and development finance","esi-nabard-ridf-and-development-finance-6429a74d","cb3dcc3c-daed-4108-bf03-5a5050a54bab","Q.150) How much money was allocated to Rural Infrastrucutre Development Fund (RIDF) for the year 2021-22?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","151","31","ESI-2022-Q151","Constitution, Governance and Institutions","Ministries and organisation of government","esi-ministries-and-organisation-of-government-7ea52ef4","7437894e-64ab-4309-bb92-5738ef412333","Q.151) Ministry of minority affairs was separated from Ministry of social justice and empowerment in which of the follow"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","152","32","ESI-2022-Q152","Rural Development and Panchayati Raj","Aspirational Districts Programme","esi-aspirational-districts-programme-6a7644df","92aae420-ba33-4ca9-8153-89eed57b5e37","Q.152) Which of the following is not the parameters of Niti aayog’s aspirational district index?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","153","33","ESI-2022-Q153","Rural Development and Panchayati Raj","Rural roads and PMGSY","esi-rural-roads-and-pmgsy-2cb50665","abef70a0-f0eb-4b65-8a5d-6ae5ddc6dbf2","Q.153) Pradhan Mantri Gram Sadak Yojana (PMGSY), the rural roads construction scheme, in the budget for the year 2022-23"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","154","34","ESI-2022-Q154","Education, Health and Human Development","National family health surveys and health indicators","esi-national-family-health-surveys-and-health-indicators-534c5545","6efab894-4b4d-4afe-8234-20514240ff92","Q.154) The number of people having access to improved sanitation facilities increased to what percent according to NFHS-"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","155","35","ESI-2022-Q155","Welfare Schemes and Social Security","Pension schemes for unorganised workers and farmers","esi-pension-schemes-for-unorganised-workers-and-farmers-d8bd0eda","0db8fc40-e8da-4751-91c0-a42aad991ad1","Q.155) NPS for traders provide a monthly minimum assured pension of what amount after attaining the age of 60 years?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","156","36","ESI-2022-Q156","Population, Employment and Social Indicators","Census and demographic profile of India","esi-census-and-demographic-profile-of-india-f0423777","43045bc5-7f09-49f3-9598-cdac2b3aeeb3","Q.156) Recently Government of India took some initiatives to improve Sex ratio in the country. Sex Ratio has increased t"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","157","37","ESI-2022-Q157","Welfare Schemes and Social Security","Pension schemes for unorganised workers and farmers","esi-pension-schemes-for-unorganised-workers-and-farmers-d8bd0eda","106b8b68-4582-4411-b29f-28158482aa25","Q.157) NPS for traders provide a monthly minimum assured pension of what amount after attaining the age of 60 years?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","158","38","ESI-2022-Q158","Welfare Schemes and Social Security","Women and child welfare schemes","esi-women-and-child-welfare-schemes-b322a19f","a6309ee5-ea35-429f-9955-b52dbe9b9074","Q.158) How much cash benefit is provided under Pradhan Mantri Matru Vandana Yojana (PMMVY) in each instalment?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","159","39","ESI-2022-Q159","Banking, Credit and Financial Inclusion","Financial inclusion and Jan Dhan","esi-financial-inclusion-and-jan-dhan-71aa2972","4b8e65aa-3b1f-436a-98dd-b1b15d37e7de","Q.159 Consider the following statement - 1) Access 2) Usage 3) Quality Which of the above are sub-Indices of Financial I"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-EVENING","1","160","40","ESI-2022-Q160","Population, Employment and Social Indicators","Tribal welfare and particularly vulnerable tribal groups","esi-tribal-welfare-and-particularly-vulnerable-tribal-groups-8f5bf9f7","9fbcbfe5-5b73-46b8-9af9-4c414bce78bd","Q.160) Government of India renamed the PTGs as Particularly Vulnerable Tribal Groups (PVTGs), there are how much PVTGs n"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","121","1","ESI-2022-Q121","International Institutions, Indices and Reports","Global indices and India's rank","esi-global-indices-and-india-s-rank-c4195427","2f68372a-56d0-4976-b6d4-fa044b586161","Q.121) What is the Rank of India in the Global Gender Gap Report 2022?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","122","2","ESI-2022-Q122","Indian Economy, Public Finance and Industry","Sectoral composition of the economy","esi-sectoral-composition-of-the-economy-68abedde","6c559c20-e6c7-42af-b048-dcd12008ab8c","Q.122) Which of the following sector is related to the Service sector?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","123","3","ESI-2022-Q123","Population, Employment and Social Indicators","Labour laws, wages and maternity benefit","esi-labour-laws-wages-and-maternity-benefit-4e442e0b","325a1a0b-9eee-4bfc-8bb4-a6f9cff62016","Q.123) After the amendment in Maternity Benefit Act, 1961 the leave was increased from 12 weeks to ______ for women in I"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","124","4","ESI-2022-Q124","Welfare Schemes and Social Security","Life and accident insurance schemes for the poor","esi-life-and-accident-insurance-schemes-for-the-poor-dafd168f","beb3dddc-5363-41d0-914a-68ff768f4354","Q.124) Recently the premium for Pradhan Mantri Jivan Jyoti Bima Yojana (PMJJBY) was increased by the Central government,"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","125","5","ESI-2022-Q125","Welfare Schemes and Social Security","Pension schemes for unorganised workers and farmers","esi-pension-schemes-for-unorganised-workers-and-farmers-d8bd0eda","bac04390-a785-4904-9484-1c0135b891e6","Q.125) Who among the following is the implementing agency for Pradhan Mantri Shram Yogi Mandhan Yojana?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","126","6","ESI-2022-Q126","Constitution, Governance and Institutions","Fundamental Rights articles","esi-fundamental-rights-articles-a7516de6","d0181606-c35f-40c0-a4d8-b0a7a2777bd5","Q.126) Which of the following article is related to the Prohibition of discrimination on grounds of religion, race, cast"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","127","7","ESI-2022-Q127","Constitution, Governance and Institutions","Directive Principles of State Policy","esi-directive-principles-of-state-policy-7688b1a7","1935173a-756c-40e6-a2a7-d3ead347fa79","Q.127) Which of the following articles is related to the Right to Education under the Directive principle of state polic"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","128","8","ESI-2022-Q128","International Institutions, Indices and Reports","Global indices and India's rank","esi-global-indices-and-india-s-rank-c4195427","8c934632-9cb8-465e-868c-3b52a32ebd93","Q.128) What is the Rank of India in the Global Food Security Index 2021?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","129","9","ESI-2022-Q129","International Institutions, Indices and Reports","Global indices and India's rank","esi-global-indices-and-india-s-rank-c4195427","a4f3a4cc-255c-47ce-8fdd-d17455f90e8d","Q.129) What is the rank of India in Gender Gap report?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","130","10","ESI-2022-Q130","Indian Economy, Public Finance and Industry","Ease of doing business and reform rankings","esi-ease-of-doing-business-and-reform-rankings-b783fb34","58e2e1c7-44b8-4367-950b-7c4241c68247","Q.130) How many states are there in the “Top Achievers” category of Business Reforms Action Plan 2020?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","131","11","ESI-2022-Q131","Population, Employment and Social Indicators","Social legislation on women, children and the elderly","esi-social-legislation-on-women-children-and-the-elderly-320dd084","53992ff9-cbde-42a6-a24d-8ac7e4e7e9de","Q.131) The Maintenance and Welfare of Parents and Senior Citizens Act was enacted in which of the following year?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","132","12","ESI-2022-Q132","Agricultural Economy and Food Policy","Agriculture's share in income and employment","esi-agriculture-s-share-in-income-and-employment-dd773776","2611394c-e3a0-4359-8b99-d1612a97dc4c","Q.132) What is the share of agriculture in National income in FY22?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","133","13","ESI-2022-Q133","Population, Employment and Social Indicators","Census and demographic profile of India","esi-census-and-demographic-profile-of-india-f0423777","e22e8f40-c8f0-45d5-b88a-3e2986ac5339","Q.133) As per Census 2011, which of the following state has the maximum number of senior citizens?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","134","14","ESI-2022-Q134","Welfare Schemes and Social Security","Employees' provident fund, ESI and statutory social security","esi-employees-provident-fund-esi-and-statutory-social-security-12456dd6","1aa6d09a-1f25-426c-ae20-cd3e90db667f","Q.134) ESI scheme is applicable to all the beneficiaries whose monthly wage does not exceed."
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","135","15","ESI-2022-Q135","Welfare Schemes and Social Security","Employees' provident fund, ESI and statutory social security","esi-employees-provident-fund-esi-and-statutory-social-security-12456dd6","c7adc2fc-ae0f-41f0-91b4-b3395de0c4eb","Q.135) What is the minimum pension per month for the pensioners under the Employees’ Pension Scheme (EPS), 1995?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","136","16","ESI-2022-Q136","Rural Development and Panchayati Raj","Rural development outreach campaigns","esi-rural-development-outreach-campaigns-943bd6d3","5ba58e83-4502-479b-b0f8-bd6c9903bd74","Q.136) Which of the following ministries is associated with “Aazadi se Antoday take'' campaign?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","137","17","ESI-2022-Q137","Indian Economy, Public Finance and Industry","Infrastructure, transport and logistics","esi-infrastructure-transport-and-logistics-dd054b55","b5deb337-b66c-4380-875f-0d029ec7fae8","Q.137) How many kilometers of inland waterways will be built to navigable waterways and strategic locations on key inter"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","138","18","ESI-2022-Q138","Agricultural Economy and Food Policy","Regulated and licensed crop cultivation","esi-regulated-and-licensed-crop-cultivation-4f48f1aa","397d18e7-95fa-4c7a-b376-72ca8257980b","Q.138) Opium is legal in which of the following state along with Madhya Pradesh and Uttar Pradesh?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","139","19","ESI-2022-Q139","Indian Economy, Public Finance and Industry","MSME sector and its contribution","esi-msme-sector-and-its-contribution-7e42574b","566fd9c5-20e7-43ef-b1f3-8ee4aca10784","Q.139) Share of MSME Gross Value Added (GVA) in All India Gross Domestic Product at current prices (2011-12) for the yea"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","140","20","ESI-2022-Q140","Agricultural Economy and Food Policy","Minimum Support Price and procurement","esi-minimum-support-price-and-procurement-08bf1b90","858c8bc0-ca98-4c81-bfe0-a655250a2abb","Q.140) How many eligible crops get the Minimum Support Price (MSP) under Kharif, Rabi, and commercial crops?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","141","21","ESI-2022-Q141","Education, Health and Human Development","Higher education, enrolment and AISHE","esi-higher-education-enrolment-and-aishe-05a008bf","e453d92f-1e0a-4a3a-8f85-a4f82af69c91","Q.141) As per AISHE 2019 -20 Report, what is the gross enrolment ratio for Schedule Cast students?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","142","22","ESI-2022-Q142","Indian Economy, Public Finance and Industry","Monetary policy framework and inflation targeting","esi-monetary-policy-framework-and-inflation-targeting-b6fadc02","3ce7760a-1b99-4222-a582-8c709a01765c","Q.142) What is the highest inflation tolerance band as agreed by the RBI and the Government of India?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","143","23","ESI-2022-Q143","Indian Economy, Public Finance and Industry","Union Budget provisions and taxation","esi-union-budget-provisions-and-taxation-f43747fa","d446d989-14d0-4fcc-ba92-213ece5bae3a","Q.143) What is approx. collection of Income tax during FY 2021-22?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","144","24","ESI-2022-Q144","Welfare Schemes and Social Security","Welfare schemes for senior citizens","esi-welfare-schemes-for-senior-citizens-23df6fc0","43483e4c-09ae-4fd0-aab7-5448aac97a4d","Q.144) Which of the following Scheme is not related to the Senior Citizen of India?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","145","25","ESI-2022-Q145","Welfare Schemes and Social Security","Life and accident insurance schemes for the poor","esi-life-and-accident-insurance-schemes-for-the-poor-dafd168f","913b28a4-f13c-4366-8a91-565a1ba380d2","Q.145) Which of the following schemes is administered by Life Insurance Corporation?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","146","26","ESI-2022-Q146","Welfare Schemes and Social Security","National Social Assistance Programme and family benefits","esi-national-social-assistance-programme-and-family-benefits-81ed3eb1","7c3fff20-2241-4232-8bb4-f15d8a74fc57","Q.146) Which of the following scheme aims to provide a lump sum family benefit of Rs 10,000/- to the bereaved households"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","147","27","ESI-2022-Q147","Population, Employment and Social Indicators","Census and demographic profile of India","esi-census-and-demographic-profile-of-india-f0423777","a5cd1644-472c-42ee-a215-1105e0d5e705","Q.147) What percent of the total population is engaged in agriculture and allied activities as per the census 2011?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","148","28","ESI-2022-Q148","Population, Employment and Social Indicators","Census and demographic profile of India","esi-census-and-demographic-profile-of-india-f0423777","c1cc764b-0fde-41d2-8af7-427a0f0355b4","Q.148) What is the percentage of the rural population out of the total population as per the census 2011?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","149","29","ESI-2022-Q149","Welfare Schemes and Social Security","Life and accident insurance schemes for the poor","esi-life-and-accident-insurance-schemes-for-the-poor-dafd168f","e8abf785-e5e5-47ad-b176-481877df3b6a","Q.149) What is the new premium amount for Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY)?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","150","30","ESI-2022-Q150","Welfare Schemes and Social Security","Minority welfare schemes","esi-minority-welfare-schemes-81953b4a","061d3fa0-d3dc-4fba-8639-ea6d20971006","Q.150) Which one of the following is not the component of PM Virasat ka Samvardhan (PM VIKAS) Yojana?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","151","31","ESI-2022-Q151","Rural Development and Panchayati Raj","Drinking water supply and Jal Jeevan Mission","esi-drinking-water-supply-and-jal-jeevan-mission-c4aff951","58b9fb7e-e4e6-44cd-8fd0-e0c8ef02cbc8","Q.151) Jal Jivan Mission started in the year 2019-20 and targeted with providing tap water connection by the year____?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","152","32","ESI-2022-Q152","Constitution, Governance and Institutions","Directive Principles of State Policy","esi-directive-principles-of-state-policy-7688b1a7","3d8f328c-06f8-47c8-9606-0696cc4de397","Q.152) Under which of the following article of Indian constitution, the state shall within the limits of its economics c"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","153","33","ESI-2022-Q153","Agricultural Economy and Food Policy","Crop production estimates and agricultural statistics","esi-crop-production-estimates-and-agricultural-statistics-cde429a8","92a097dc-eff5-4a10-8a30-20a8c7543258","Q.153) Forecasting Agriculture output using space, agrometeorological and land -based observation (FASAL), which organis"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","154","34","ESI-2022-Q154","Rural Development and Panchayati Raj","Rural roads and PMGSY","esi-rural-roads-and-pmgsy-2cb50665","3cce30b9-cd07-4bb9-8c5b-fb3e8009fa06","Q.154) How much amount has been invested by World Bank since the implementation of Pradhan Mantri Gram Sadak Yojna (PMGS"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","155","35","ESI-2022-Q155","Agricultural Economy and Food Policy","Irrigation, water resources and river linking","esi-irrigation-water-resources-and-river-linking-1923c369","450c15ac-eb17-495a-ab70-e358d6980253","Q.155) What is the percentage decline in the annual per capita availability of water in India?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","156","36","ESI-2022-Q156","Population, Employment and Social Indicators","Employment statistics and employment services","esi-employment-statistics-and-employment-services-be746d7a","2e29ba7e-b5d8-443b-a25a-a7860a327eda","Q.156) According to the CMIE, what was the Labour force participation rate in rural India between January to April 2022?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","157","37","ESI-2022-Q157","Agricultural Economy and Food Policy","Watershed development","esi-watershed-development-10ea5c65","e26503ca-d06c-4a6e-97d6-1fd757cc31af","Q.157) Which of the following is not the objective of Watershed Management -"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","158","38","ESI-2022-Q158","Population, Employment and Social Indicators","Poverty measurement and multidimensional poverty","esi-poverty-measurement-and-multidimensional-poverty-fccf8721","285a1ac6-9958-47d8-b396-ac5f2dc58cbb","Q.158) Which of the following is the third poorest state as per multidimensional poverty index?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","159","39","ESI-2022-Q159","Population, Employment and Social Indicators","Employment statistics and employment services","esi-employment-statistics-and-employment-services-be746d7a","19ba1c5e-3407-4353-8788-c7601da08931","Q.159) In which of the following year National Career Service Launched?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2022-MORNING","1","160","40","ESI-2022-Q160","Rural Development and Panchayati Raj","Drinking water supply and Jal Jeevan Mission","esi-drinking-water-supply-and-jal-jeevan-mission-c4aff951","44a89a31-9dde-4f3c-98c9-2abcc3e92e6b","Q.160) What is the target year for Swachh Bharat Mission-Urban 2.0?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","1","1","ESI-2023-Q001","Indian Economy, Public Finance and Industry","Inflation measurement and price indices","esi-inflation-measurement-and-price-indices-b4ee8a99","51c1c76e-6e85-4be7-aec3-49866ed4878c","Q.1) The Consumer Price Index (CPI) measures the overall change in consumer prices based on a representative basket of g"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","2","2","ESI-2023-Q002","Agricultural Economy and Food Policy","Direct income support to farmers","esi-direct-income-support-to-farmers-d6af2ca5","4fb342d0-d33e-4f1e-9883-2832c76ffad6","Q.2) Which among the following statements are true regarding PM KISAN scheme? 1. A family is defined as husband, wife, c"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","3","3","ESI-2023-Q003","Constitution, Governance and Institutions","Right to Information","esi-right-to-information-c8f2300e","98c268dc-bdf4-40c0-a465-496b83c179f9","Q.3) As per RTI Act, Central Public Information Officers/ State Public Information Officers (under Section 6) shall disp"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","4","4","ESI-2023-Q004","Welfare Schemes and Social Security","Artisan and traditional-trade schemes","esi-artisan-and-traditional-trade-schemes-7f089b75","edbfa701-f00a-4f78-bac8-32189ba52220","Q.4) Under the PM Vishwakarma Yojana, the beneficiaries will be given a toolkit incentive along with the initial collate"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","5","5","ESI-2023-Q005","Rural Development and Panchayati Raj","MGNREGA design, entitlements and performance","esi-mgnrega-design-entitlements-and-performance-91290406","40eb7f00-17eb-4b6d-9298-dff9100ff31d","Q.5) Under Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS), the beneficiaries have a right to get ex"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","6","6","ESI-2023-Q006","Education, Health and Human Development","School education schemes and curriculum frameworks","esi-school-education-schemes-and-curriculum-frameworks-ce15e747","fa1143d9-097d-453f-bafc-c6864d51fa62","Q.6) The Pradhan Mantri Schools for Rising India (PM SHRI) scheme, which provides the setting up of more than 14500 PM S"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","7","7","ESI-2023-Q007","Indian Economy, Public Finance and Industry","Khadi, coir and village industries","esi-khadi-coir-and-village-industries-8966daf6","d44261f6-cb82-471e-b7cb-7d25eeacb379","Q.7) What is the eligible age group of beneficiaries under the Khadi Gramodyog Vikas Yojana?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","8","8","ESI-2023-Q008","Welfare Schemes and Social Security","Women and child welfare schemes","esi-women-and-child-welfare-schemes-b322a19f","42669b42-d4a9-46a8-937c-991d9e260482","Q.8) Mission __________ is an integrated women development programme for safety, security and empowerment of women being"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","9","9","ESI-2023-Q009","Rural Development and Panchayati Raj","Rural roads and PMGSY","esi-rural-roads-and-pmgsy-2cb50665","6534a693-ae61-4240-9afa-490df1870695","Q.9) Which among the following are the categories of the roads constructed under Pradhan Mantri Gram Sadak Yojana (PMGSY"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","10","10","ESI-2023-Q010","Banking, Credit and Financial Inclusion","Microfinance sector and its regulation","esi-microfinance-sector-and-its-regulation-28890afb","30ce4c60-a7e0-42fb-9db6-f6afdf2757da","Q.10) Which of the following acts as the last mile financier for entities eligible to avail financial assistance from NS"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","11","11","ESI-2023-Q011","Rural Development and Panchayati Raj","Swachh Bharat and sanitation missions","esi-swachh-bharat-and-sanitation-missions-9b655979","ca88b758-af41-4c7c-bd49-ca9a7194adb2","Q.11) Under Swachh Bharat Mission (Gramin) Phase-II, upto 5% of the total funding for programmatic components can be spe"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","12","12","ESI-2023-Q012","Population, Employment and Social Indicators","Census and demographic profile of India","esi-census-and-demographic-profile-of-india-f0423777","de7a3361-050a-4151-9a9f-015ffde4cede","Q.12) As per the Economic Survey 2022-23, _____ of India's population lives in the rural areas and 47% of the population"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","13","13","ESI-2023-Q013","Indian Economy, Public Finance and Industry","Long-term growth strategy and policy vision","esi-long-term-growth-strategy-and-policy-vision-c7c157e1","44f24ab8-18ba-4ccc-b102-576b2842d79d","Q.13) In an address delivered in August 2023 – “Building Blocks for a Sustainable Future”, the RBI Governor mentioned si"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","14","14","ESI-2023-Q014","Agricultural Economy and Food Policy","Biofuel and bioenergy programmes","esi-biofuel-and-bioenergy-programmes-2179315b","ee8da731-7351-4845-aa74-536436f911cf","Q.14) The Global Biofuel Alliance, launched during G20 summit held in New Delhi, will help to accelerate which of the fo"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","15","15","ESI-2023-Q015","Indian Economy, Public Finance and Industry","Industrial production and statistical agencies","esi-industrial-production-and-statistical-agencies-cb39c8b6","4fb4424e-5c57-4018-8deb-f0b1ce51ccbf","Q.15) The Central Statistical Organisation (CSO) is responsible for the compilation and publication of the Index of Indu"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","16","16","ESI-2023-Q016","Population, Employment and Social Indicators","Gender statistics and indicators","esi-gender-statistics-and-indicators-0e67ccaa","b620324f-e420-4de6-b6a8-1418aad6724a","Q.16) Gender indicators are quantitative metrics to provide information to monitor performance, measure achievement and "
